b_id,is_chain,date_diff,month_rev,tips_count
E1W37ovBz6IVo5SEHVfD0g,0,1347.10532407416,4.0,2064
E1rURD-t6QS1er0a9frgvw,0,1643.95958333369,1.0,150
E1yKt_hdz-bQHpsyKy17Jw,0,2601.63293981459,1.78,6400
E2KM4BZAjutrtEmE-t-OmQ,1,4872.92030092608,1.6533,9000
E2lz4CRukAMMYIRE2gaoTQ,1,1536.86989583308,1.5,3360
E3bYjerQ9sdI1v3dkzUGnw,0,1438.74783564825,1.2759,783
E3isN1QwOPHLQekf46WIXQ,0,3562.81126157427,1.2826,552
E3q8_m2_wEKsjKIRD4aqCQ,1,3528.36293981457,1.2,0
E43r2bcm5rVdAASHymh6Nw,0,303.166840278078,1.875,360
E4SZOnCd-WfCOVbxpCqiJQ,1,3220.12018518522,1.1071,504
E4ePZaTHRtwAxfxbw2LfLA,0,2510.69723379659,12.4074,12960
E4ejoHJHIOvVhkca3kWRuQ,1,4599.92216435215,1.3559,0
E4iwqazszgY574uswu00VA,0,1487.29638888873,1.9429,0
E4ojrvJ-e4tEsG7aoqy3_A,0,1529.78621527785,2.8718,0
E4pjVURdGo3Y28qJ69wrrA,0,1319.58534722216,2.0,936
E5mKxSBtYqtF-ef_GVp4JA,1,4938.31767361145,1.4706,2040
E5yjgcWDlZuUvmF7EFm-aw,0,1667.05857638875,1.2857,0
E7O4ToBlxCVWEhODtmBZsQ,0,3789.87668981496,1.0,600
E7rCbN5nny2E3qSQkGbFag,1,923.994953703601,1.0,0
E8Y9xCwoxEYVmXOAj1dHeg,0,2312.00071759243,3.2609,41400
EA4k17VsQlVNd893Xd8UWQ,0,1530.87951388909,2.5714,2520
EBIxeySmja_aCq698sVggQ,0,2954.99737268547,6.5155,36666
ECF1rzYNudH6hCPs1KhHPA,0,446.016782407183,1.9,0
ECXgiGNPCk40RiNDWoztTQ,0,990.926620370708,1.56,0
ECp0NDRjSQwsO1i1BEztpQ,1,1991.27266203705,2.0732,0
EDL7QoKosndp89SjjG01WA,1,3553.06903935177,1.1,0
EFF1VJP8o9ZbVOcBDGhhqQ,1,441.976631944533,1.6667,24
EFcJk7hVfM8aEnuKqg4rKQ,1,2830.69391203718,1.1765,595
EFij5C8prCbVvjO4nhZOLQ,0,557.215671296231,1.2857,0
EGFPxAVPw2Av8LBNUoPu0Q,0,2467.17699074093,1.4412,816
EGLOKQocFPI7048e2uZnaA,1,3247.79296296276,1.303,297
EHJme7HnwXdQsmcR2FpevQ,1,1801.42292824062,1.0,0
EJe0WgYzB_sey-GKEFXcCw,0,508.116817129776,1.5,0
EJoTc8K-kC70-ONuVL1sIA,0,455.698981481139,4.2143,0
EK-y2zAkJIn8eFPNf24-yw,0,2367.81833333336,1.1429,168
ELQQ7GJXdWqUbuDqVAe6pw,0,5548.04834490735,1.0857,0
ELZHMyDy4IXZOfsroljBVw,0,1258.94961805549,2.8667,0
EMPkDjFAHzDSiwrdpMi25g,0,3625.82604166679,1.3095,3780
EMYOmr_EGKpo27H7JiKmyQ,1,820.024201388471,1.2857,0
EMsEP4t338gkxtWCKYD0wA,0,3956.44533564802,1.96,24000
ENBeXC1MunFTlgl_7hnG-Q,1,4752.1831828705,3.0513,0
ENaVrx9Dr2-aAGR15pZRoA,1,1702.16471064836,1.1429,168
EORzsmPi2hhNWaRkSUNZYA,0,464.287800925784,2.7333,0
EOZnTeIMl-EiUh54cZXpgA,0,634.622766203713,1.4,0
EOhI4En88_I-fIgrymG9JA,1,2403.84895833349,1.1081,0
EOnllDnsjNkHI7wq5IfnUA,1,4519.46521990746,1.15,720
EOt2Szfk3AHZNYfuozLxDw,1,3543.83760416647,1.0476,0
EOtGesWseiXCu-2W17881g,1,2832.79850694444,1.3714,0
EPST44pu63UJfe_NLmVYqg,0,432.054004629608,7.7857,0
EQ3HaOE7fhlNYcHsEZ3t8A,0,136.948680555448,3.6,0
EQ4M-erU_m0RWIXtWm-jPA,0,284.203449074179,6.4,0
ERPyo7k_pNq-mpzmBvqMXA,0,2048.78943287022,1.3448,0
ERXWrCfmkRUWvhRWzyIyEw,1,4094.0225694445,1.0,0
ERkwcjbAQJmurdy7xE5q1g,1,647.834027777426,1.0,0
ETTAF8isVttSV5PlePEjvQ,0,5022.8066203706,1.6186,0
ETyIwbNs8palVdYbqMdXtQ,1,2473.03873842582,1.0,88
EUBs5WcwMHLyFx6IA9SH9g,0,458.130775463302,1.375,0
EVod_bZ8cAPHCIFzNUdTdw,1,4457.03638888896,1.703,53328
EWnZc3_a3eTdA3Iu1JKuJA,0,321.190127315,1.2222,0
EXjbiaYBvGuODqwvjo7ilg,1,2583.91848379653,2.3167,8400
EYXbv7kdCvA9wm5m4cJxbA,0,781.064606481232,1.1,0
EZ9dviUVGxcx2MTgX8d-pw,0,1241.82593750022,1.8333,2160
EZJyFTEGRP2duZCKpD36Jg,1,2216.50754629634,1.1724,348
EZXNXGaeGrcu6zXhIPiw6g,1,2658.51662037056,1.0714,168
EZgDaGzaGOCkzDgTRvowrg,1,3022.64163194457,1.0667,0
EaBDXdIQ_TeeUhn1Twnjvg,0,1543.21231481479,2.3158,0
EbN5IJDzaqhM6TLqYcAFTw,1,4747.58653935185,1.7391,0
EbUZhM4fLpsWQ8fpBhhgEQ,0,4510.86569444416,12.1905,24696
EdSra7L3LsExC9jc3AWK7A,1,3316.14756944403,1.1053,0
Edg7rnz_X0Cdx3pEWizPlw,1,3526.94480324071,1.36,0
EdpvYf-otaWIXOxCZ2Pdsw,1,1736.64152777754,1.575,5120
Ef5uqwdfz1gZqKIEbAxKhQ,0,1953.10089120409,1.5806,1736
EfC-SvQ-e20ztsbbzquKYQ,1,581.459942129906,1.25,0
EfH43QEuIVDZN3Dlsk2Qhw,0,4996.28879629634,2.2018,11856
EfkYxosGakGk2VNMfzpQWw,1,3297.83353009261,1.1364,0
Efzwhjj6c7dK-heRU2K3ow,0,5202.11729166657,1.1795,351
Eg2wMDI7tttRZQ6u2usKNw,0,543.704942129552,5.2941,0
Eh8Lg3IZFK1xZ5B3Nwz_Pw,0,1553.88442129595,2.5227,2772
EhtztYHtvjNVjSxJZCUz-Q,1,2835.0247800923,1.1333,630
EizO4XfR_JLMeuD01FSWnQ,1,1705.54581018537,1.0,0
EkUArSC-WXrZYjER8ZOSUQ,1,3463.12288194429,1.1613,0
ElQ-_gZYXRNXzpkY6h5qUg,0,1304.93326388905,1.2222,0
Elg0UCjUUNJEDuHvtijM_Q,1,3850.8340046294,1.1379,696
ElvlNqF_RY9vt8gukLY9Zg,0,2110.72833333351,1.6429,6720
EmB303UzKQ8nRUlgCscu7Q,0,649.590312500019,1.25,80
EmoECrrncV5CYViTSchSZg,0,3101.62393518537,1.4583,0
EnHE337Y768UYQQfGGH-GA,0,415.20454861084,2.0,0
EnHurlCwKl-j3EDnFU8oxg,0,1089.25731481472,4.125,2560
EnP9Gr987WeXIIdfVjydZw,1,2420.63222222216,1.2105,114
EoTuWx8tDZjHicwd82EnLg,0,3232.0180787039,1.6522,4140
EoaekSv4-Ge4E3DPraU2cw,1,1449.18097222224,1.0,0
EobUHqLcOjo2lXGeAXEwbQ,1,2750.91415509256,2.6197,8307
EoqXsWs6klHRMVNczUXdcA,1,1328.87548611127,1.7353,0
EpF8Xrn5PN0iLshopadhcQ,1,2250.73847222188,1.0625,0
EqLE7FshXGw_kORSbFIk8g,0,2653.01173611125,1.9242,0
Eqc6oi1NjZmaZf4E7QgeuQ,0,4294.99743055552,1.2,0
Eqr6fu7GXM-N9Bn_jqWEOQ,0,990.145416666288,1.25,0
Es6YeOdwN7Jv3kIVU2Kv7g,0,2196.75665509235,2.3571,0
EsYBIquntchNxZyACRHmag,0,3733.96251157438,2.0755,1590
EtUuXBG2s7GG0_v7hDs1-A,1,1550.91695601866,1.0,0
EtZegXhiM_6yzhwyV7GPig,0,853.893981481437,1.5,0
EuAZ-e6dauZkZ5Dg_slhWA,0,3494.34785879636,2.9905,22680
EuXzlLx4fIej3sQXRcc8ow,1,3443.16813657386,1.0625,128
EulYqnOWGk1lYLhGI4U5Qw,1,950.723379629664,1.0,0
Ew6WurJmhbyXHdF3KlwrFg,1,2781.62968750019,1.0714,0
EwEFZZHtMdOy_dHDUuraMA,0,1873.95556712942,1.6522,0
EwFdA1bvaiUi_WQqdFeIiw,0,2827.2026041667,1.5417,2688
EwX9nOBmrTmzwjtqN7kcmA,1,3525.74552083341,1.0,684
Ey1nYvSU8CKW7Lr-6sGMfA,0,936.026724536903,2.1429,0
EyhxcURhLJygFVZXf_gy7A,1,1566.0962037039,1.3333,0
EzmyPS3146HoNID3vEiexA,1,2185.90981481457,1.0,0
F-vD_vt6FLklLKyq8HwoCQ,1,1102.23631944461,1.4444,0
F-wuLRcNY3PmTBHV61VqWw,0,1726.7144328705,1.25,0
F0VOisCG8m0kzoymFUSk0Q,0,2780.87749999994,1.129,7812
F0YYSqYmVUDKg1hbtanAow,1,3242.36482638912,1.0588,0
F0n25o5lpaFJpEW8DFS8Ww,1,1079.85498842597,1.9643,700
F13iQ1TpOEY4kRL_J9NMkw,1,2005.7635532408,1.1111,0
F1ld2NVgovhd7p45Lcl2TA,0,5118.05137731461,1.4483,34104
F2CsO5ZylK8A2BsD6xSMtQ,1,2384.0290393522,1.4706,0
F3qTVP166i9OrgMSTIt2ow,0,5669.08115740726,2.5032,10048
F3v2FifOAl-ZPaFqoO5mrg,0,1812.26098379632,3.7037,13824
F3zDDKX9dZkasPoBFDkhsA,1,2085.13684027782,1.2857,0
F4aicLijSjQ-zhXagxmgnA,1,1944.10217592586,2.1522,3312
F4qWfjoGGUJ7ioVySu9org,0,2280.60557870381,4.2568,12432
F5CUco8vgVGRIib_36CZ-Q,0,2258.46259259246,7.0986,43736
F5au7vmwVj7x86FKB4i0EQ,1,3493.97385416646,1.3077,312
F67YnBTBArjkr1lIPPUdQA,1,4284.34153935174,1.2143,0
F6Hoqn84ph1VnGqR6Ap1RQ,0,398.092025463004,2.9091,110
F6lPGe3gA2SIaHaTvqrq7w,1,3428.99730324093,1.2727,198
F76pwaJjWOnbRPQYxexMhQ,0,3168.7819791669,1.2778,2700
F7VQPCsmz9N7xgQvedae2A,0,1278.38083333336,4.1463,0
F7mB_qT6gqy-eW0kzkRSZw,0,2484.42540509254,1.0,63
F7oo187wb7KxcMYsZAoAng,0,4208.60576388892,1.2632,0
F8EleBMF9OYqUPpfaPWqkg,1,2576.92952546291,1.4375,384
FB45pS1d_xQGSMoeP2bnrA,1,3610.86288194451,1.0909,0
FBBFXDFIHk1yjoXy3-FS1w,0,504.406203703955,2.0,0
FBgE6icAcMufGmDEPYbqFA,1,4813.16127314838,1.2778,1944
FC93nhsLXbWMG78wGJfW0Q,0,1669.63420138881,1.0,0
FCXzqbC9fjJWVvhZSlZ-kg,1,4015.63959490741,1.1667,0
FCuiMJ1-2Z-04uUBl8aCUg,0,342.356597221922,2.0,0
FDlYDPTWi9TeQ5_6NZoDnw,1,2921.32629629644,1.1818,0
FEJ2WBYtyhBbQtaZ7q6P7w,1,5575.82400462963,2.9809,37680
FEpZ_LY3PVXCTeKFOf8g7Q,0,3474.36251157429,1.3684,0
FEqXdPjcbE5tTTPWHnwtkw,1,2817.09560185205,1.1875,0
FFLYXZVvq-s8NJke87eFkA,1,1735.06888888869,1.0,0
FFTovt1Ab3lXWD_NwIRdSA,1,3446.7020833334,1.1111,0
FFrE24f271AFVyFSGNL1lA,0,2098.09785879636,1.0,0
FGBFc_KnB2X3SJ9gfxEJ9Q,0,1406.80473379605,1.1429,84
FGi6XF5FVb4dhVMk74fmOg,0,170.957870370708,4.4,0
FI8HidX9_TOaVzvo-50QlA,0,663.016018518712,2.6471,0
FIQ3odxNTfnS5P0CwArIGQ,1,3607.47626157431,1.0714,0
FJOlRe_sC3Usgh6OU-ZDfQ,1,3001.87233796297,1.2105,228
FKdH4oS_JEkgXCVH5QsRQw,1,3961.85953703709,1.2593,810
FKlgHdjgcH1QcdFtZC4DDg,1,2263.69495370379,1.2727,0
FLF1GSMzylSaHM6iDHnkbw,0,3054.6288773152,1.0,0
FLpCTWxqGpGrebIeVCNIZQ,0,779.031273148488,2.2778,0
FMsz0b0KhWH1Uq5LomQ4bA,0,1283.06072916649,1.1818,0
FNGdz69F05ySIQbIQO5O3Q,1,4174.99956018524,1.8491,17808
FNJrOeYHnFruaWKW0vtv-Q,0,4333.14174768515,1.6818,0
FPclSLjjMygSozIGDeQdLA,1,4340.61962962942,1.25,96
FQTnJWVM26A7WH5S9KUhnA,0,2523.83944444405,1.1905,0
FQb0d0RdyYVFoctHL2WRLw,0,743.909085648134,1.125,0
FR3wCvff6fts7UL9zj5d7Q,0,344.99348379625,8.0833,0
FRJr1E4NXL3dn0B4JhWNWg,0,260.13836805569,1.0,0
FROFmZo335q7pC-7htyKlQ,1,1759.47060185205,1.375,0
FRRuZX7aAop6ZYBzU8p4SA,0,128.214317129459,1.8,0
FShoED0fotpajW1pD2TPmg,1,1059.09399305563,1.3125,0
FUJ00J9nGkSntx5UE-PyDQ,1,1389.09104166646,2.0278,864
FVHhIm3Qgtj1xlOUuD5yXA,0,2423.75965277804,4.6111,38016
FVP1XLBfMPi1sb-E5jRd3A,1,1923.44581018481,1.0,0
FVcbAbw8CIV1Tx1qW-VBAQ,0,3672.79934027791,3.5532,33840
FWEJ0KKEDn7kxqT3FjJTng,0,607.630046296399,7.6316,0
FX1JMSDcHZjXSgrQNqtYVQ,1,5110.02835648134,1.0435,0
FX7Dw41atuJ4oeTK6WtDUQ,1,2023.29282407416,1.1429,0
F_t1jATDSDGf357FKQDs5w,1,1970.66685185162,1.1905,1344
Fa4rgd7r7cpQzrQUyUH6wg,1,3061.58120370377,1.1,0
FaU0iAva2Hkes68MdRijWQ,1,2350.29313657386,1.0,0
FabWP6e_UJgK6L6dGTn2_g,1,3071.50951388897,1.2222,288
FanEYXYDnz2KqoMFZ_xA0Q,0,337.845196759328,3.2,120
Fbb6ANcoXI5RqfdqxAtjeA,0,264.889178240672,3.75,0
Fc5PNuXF8vKHQD5YNpR-3g,1,3713.28717592591,1.3125,0
FchSThZC_-4vvjgWpA8wvg,1,753.906030092854,4.32,500
FdqTNl5zYJF0lE3nxZEVlw,1,1680.4430324072,1.0,0
FeePpFQlqCWcgMKd8a56aQ,1,689.745196759235,1.125,0
FfS4puntZmGp3Emi09wZcw,0,4393.43084490765,1.3562,5110
Ffuifj5tgUU3OPFjEhIo2g,0,3319.02025462966,1.3095,504
FgIeApSWL-K7eC-2gUii1Q,0,2415.84663194465,3.1688,36960
FggllJWVxJFkoOGOGfb4vw,1,4441.89224537043,1.3125,1440
Fh49BbE_R6zAHBCvGs8BiA,0,954.934988426045,1.913,0
FhiyiRqaWpFdsGHjVcCM-A,1,403.857604166958,2.6923,0
Fi2pjxzDmHjDEUeZ44DFxQ,0,3387.72335648164,1.1176,0
FihWNfX93NMNBLnVFVJYew,0,1015.75611111103,1.5652,828
Fk6ukR0VYItru6FKSg9HWw,1,1832.04033564823,2.9245,13568
FkDly6OhpRcsMiyjQn1XrQ,1,5674.0727314814,1.0345,580
FkbPZRK4nToSX8K0ymx_vA,0,2992.84162037028,1.6154,16380
FkhnsXK5JYUsA-dCYoJQNA,0,1543.83895833325,1.2105,456
FkskxYA8TXaFxIIAksMM9Q,1,4554.99061342562,1.3585,636
FmdEYtV6W578qKT3ajtlJQ,0,1375.07888888894,5.2381,0
FoCDxm5kxCm-YqKHRenxgw,1,4184.67372685159,1.1563,0
FohtKEmfg004hKFQkK_2Mw,1,4749.18864583317,1.8191,1128
FooEdamWjZXTnL4XbMw5Mw,0,1333.57097222237,1.2,600
Fp1-X4Pt4XEuyiwAn6liGg,0,775.902685184963,1.1429,0
Fp2LzC0m9fgr1ePY14VH6g,0,4477.25890046265,2.8257,140392
Fpa0t6OWtbidha-y3v8qpQ,1,1108.14123842586,1.0,0
Fpf047Xih2BIxB3cJQW9Tg,1,4436.96026620409,1.0,0
FqF0myubJ3Ml1xCSC6VDHQ,1,3240.73219907423,1.1,80
Fqd6JyjB3dtQAhOEMuoYtg,0,2018.407083333,1.1818,132
FsLAXnPaRbADLn35yK-Jjw,0,1260.90603009239,2.3438,1536
Ft_oWKYoBbMMBGLyESS3CA,1,635.468969907146,1.1667,150
FtcTfWWzRiTKl33tMZLn4g,1,5034.00075231493,1.2059,204
Fu1m0S-auKZMe6XCklbEDg,1,267.771365740802,1.2,0
FuCx_MkgCkwpsAs8wXt-Qw,1,4323.96894675959,1.4444,8640
Fukx14FXS1fjOb9ufNWfmg,1,1128.33581018541,1.5238,0
FvfCOQwQnGpTO0VE5FuLtQ,0,2205.43649305589,1.1667,0
FvpcZTRO_kNBYo2bAkOlWA,0,1893.00363425957,1.0,30
Fw8eVo1GSQfX69QByupogg,1,3868.10560185229,1.0,416
Fxbdx1ndgUQ8DGUsEJ1lgg,1,4704.04357638862,1.0,180
FxlNzXoSkagY55aCOZPwLA,1,4930.12005787063,1.2647,10880
FyCYxlexC86eKkQCIu2ORQ,1,3783.325497685,1.8235,12852
FytZ5cMQXcSw4CWxtdIlgw,0,292.071516203694,12.7,2240
FzR1O4Z5qjXUU6M6xZ1o2w,1,2810.77166666649,1.0,0
G-Ugj0M9x_-nL_t2yLUk3w,1,1964.04556712974,1.4894,5264
G-ZWIoSrDmtQxV4RTeofxA,0,5396.92803240754,2.126,4445
G-ePu1ymC6a-wU4S84tYFQ,1,3498.64060185198,1.0,0
G-iik_UHrMydA7bV6ma79Q,0,4315.51728009246,1.05,0
G-jSO6W6SNeC04tBx60R-A,0,480.995659722015,1.5,0
G0AhQcShT2j0jAxnif76VQ,1,3859.17746527772,1.0667,0
G0hpzvq7rTE6cLoHGpQAlw,1,4179.78914351854,1.1538,351
G2P7WGq-HbAQqRiRjUSJxQ,1,1099.17353009246,1.619,126
G2_cGHHf18qq5BtuKXcCog,0,241.696087962948,1.1429,0
G2w9ol_fLGJlBq05fmwZlQ,0,4001.10468750028,1.1875,0
G39Atee-jAK_LWAkaWSL3g,1,2825.47675925912,2.7027,37296
G3bLw2wR64IfLZdRo8Pdng,0,3510.76151620364,1.0833,0
G4534PAQAQej053GDLG5nA,1,994.850752315018,1.3,0
G4NYz4IkxAxkVOs5Y2l5Ug,1,1256.38874999993,1.1,0
G5DnJFysUgkUic2ZyrwquA,0,3553.75703703705,3.0588,22848
G5o-82c8hE2rDxZiSygP0A,1,2445.1272800928,1.0,0
G5xZjhL9Wl8wcGjzLkR4Zg,0,920.007719907444,1.6087,0
G6_o1h3cm7ocJK-To1HWew,0,1826.798599537,15.541,0
G70Tvr294wr3oMvjs8VTHQ,1,2061.4671643516,1.1111,0
G7wG-zjibANO0d5Jjtd0MA,1,381.893159721978,1.75,0
G9Bl8Z3GhqM7HB2ux2PgGA,1,3029.04843749991,1.0,252
G9FZ4TQDX464i1WtrY1QpQ,0,971.967002314981,1.1,60
GA_DWzCtSAa9au7r0kayng,1,3324.5397222219,1.0588,408
GB7Q_EHpJ7Wk1Zd-_nBl1g,1,3748.63478009263,1.303,594
GBU_WPK52yMTis6KSAjHXg,0,2894.97883101832,2.0,7665
GBebBTgEqFiQRfZplTaLrA,0,907.370810185093,3.7826,1725
GFMp1UWi0F1GEArDxUd4BA,1,2948.91474537039,1.0,0
GFmDaEdDkWKeYUqb44GG8w,1,4952.22042824095,1.1702,846
GFxuWKBC0QYzpoJKLi69qg,0,4270.31170138903,1.3333,1512
GHsp24U3apASU_GlNMI6Zw,1,514.012337963097,1.1429,14
GJxFtnTqTiokFedNrW9iDQ,0,2456.52660879632,48.9231,8736
GKBVQzuiBqZbmhbQkHoH2Q,1,2619.84196759295,1.0,0
GKPkyBwHaMdokCKcyo6eVQ,1,1930.25136574078,1.0714,0
GK_8QPj6qDhPdUSfchYcCA,0,1423.63590277778,2.4516,1085
GKgNeCCZeK3GK6IqkF6Ezg,0,4942.15964120347,1.8077,0
GLwqsYaRNbLvMZwUBAryJg,0,1112.04456018517,1.4,0
GM2btOeWlvmuKiqdtwrzOQ,0,2936.10442129662,1.7037,13608
GMi9ZD9cVIFfqkRY_8BHrQ,0,2796.81962962961,1.3913,621
GP5xVVJx0ekAky5BzyiQrw,1,4481.16629629629,1.3636,396
GPTBEC5g9buZTRkHCoPnsA,0,2761.74785879627,2.0,4968
GPUwPffM-j6XmHEWx8VE0Q,1,637.326724537183,1.25,0
GPhmgnZRYRGEVctAMMg3pA,0,1595.86052083317,2.925,0
GPhnm_rcjkbc_b96DVS5HQ,0,4684.01138888858,3.1439,41580
GPkIfjmTbJtDibHfwJtrsA,1,2930.38938657427,1.0,96
GQK8trvjFDBuETAchTMVIA,0,1368.04468750022,4.05,11200
GQcYVzki2lKT4psa8S4RZw,1,4371.83964120364,1.0667,0
GRQ-ySrGyQX9H57vD7H-dA,1,3166.324664352,1.0,0
GSHgws9bIO4vL-UiWF3ujw,1,1073.11622685194,2.2308,0
GTj0GfyqMCZdwKtlFa7JfQ,0,1879.98270833306,1.6053,0
GTlAuVZnci-DC6QFPpRmeA,1,1102.25412037037,1.4667,720
GUOOAG1ryiTTRTl7WOQ-WQ,1,2521.5800578706,1.1667,0
GUOlW_eoh44ApfU53qP8sw,0,1080.93460648181,1.8571,2268
GUpO-tDdbmRJmEvuyZ_5Fg,1,3663.08553240728,1.5507,4968
GVAXOhmwbiNhLOdW0a2GYQ,1,5361.57817129651,1.1176,306
GViBaGzVobW6fHkFkPYbuw,0,459.820555555634,2.1818,0
GVqtAlXtjrRzsNqd6rzkxA,0,2504.45123842591,1.8644,8260
GW9cxzlNiOX-JJjIFA5ZcQ,0,1044.56802083319,2.6538,0
GWKBVfoj3gUxXtor6Kh2jA,1,1003.83292824076,1.0,0
GWXLvaOHFb46NnhWhGamHQ,0,490.129502315074,1.2222,0
GWxMv56PA2ZDFrRGFCyReg,1,2872.03026620345,3.5568,0
GYfc-qD6BKUnZPQIasQ4Bg,1,762.352442129515,1.6154,0
GZ1C5Sjp32wPTHB4Y2yPUA,1,2364.24780092575,1.0952,0
GZ2HBB5P1F96uAJojm061g,1,4702.40487268521,1.2121,0
GZ3U8afWVo88zQLQC7yopg,1,704.923981481697,1.1111,0
GZNbjoYEXTxLcz1uTfHc-Q,0,1677.67387731513,2.0303,0
GZO_3X-Bp3KkeWhX0RskMg,1,2796.33335648151,1.0,0
GZaXyyc6Fx5vcXzcaHMgRg,1,3364.79895833321,1.1515,0
GZgOQOlFVLgNMHBBjspHRw,0,2166.144085648,1.4828,1566
G_QFLUh-uUat7fCTRBRvNQ,0,4965.17701388896,2.2101,24990
G_pclgaGz5-VvQe98gl-KA,1,1157.98783564847,1.0,0
Gasjln71AhpxMzwAHR0zdQ,1,3998.76825231453,1.1389,216
GbEfSnrTAqEgWm0QdjI4jg,1,2660.66422453709,1.9688,640
GbQs2TgzQFnx4fEhMzzJvw,0,2033.8796643517,1.2,700
GbmddUOKysuo2C36CRl46A,1,2421.91006944468,1.0,0
Gc1KNUTbl8I1dL9zIqgRtQ,1,1604.91277777776,2.0,5439
Gcuf0Kd5MFZXXoib4Rs4sg,1,2375.44538194453,1.1667,0
GdNTdOI37hnpVgR-YEr6Iw,0,789.683449073695,6.3333,0
Gdk0mEbp4kFV8m0fy5hfGw,0,891.917094907258,4.1379,2900
GfSlNGcRHKEv1VWfEXbm4w,0,1316.12278935174,1.2222,1440
Gg7YLc7CK_hBTfzS79vpMQ,1,3734.97403935157,1.3529,272
GgCoui0x91gx-czJZbyQjg,1,4920.05807870394,1.1667,0
GgLHTlrjn_YM7u4kwNEgRg,0,780.992442129645,1.1818,0
GhFjZ5mdKnYd5C7XRymKFQ,1,2882.71982638864,1.0,192
GhJvfGlMO10kUvOUz3Mk8g,1,2786.71946759243,1.1579,912
GiOWQjvJTH5_ee7El6SitQ,1,2407.70334490715,1.0,0
GijFTZJqzeFZJzdeVvn_Mw,0,515.993182870094,1.8182,0
GjphHgL108sCxVH_C-e4zQ,1,3584.27446759259,1.0,0
GkEWIPb7y0kGbiOZ2ta7bg,0,1026.37734953687,5.25,0
Gkcx90kCYgWPckzA4GI8yQ,0,2834.43638888886,1.5143,0
GlSce3I0Lqb53Ut8S4IPEg,0,4197.89186342619,1.1935,744
GlluqaBuQmo75DHKa_q8tA,0,720.09943287028,2.7059,0
GlyUKhMn0oK7OmgccL-76Q,1,3933.57475694409,1.0,0
GnY-PE1JBWBI11U_qNnCHQ,0,1610.94849537034,1.6667,0
GoZYIvzfZjJUOQQf5eN92g,0,3549.20814814791,1.2258,558
Gp9tnIQJqnCN9sWMacCn8g,0,1616.28793981485,4.3333,9792
GpL_bSYuUA0JepPygA5JNw,1,3575.48408564785,1.2105,0
Gqy0UUVbCl1yUadYVGepaw,0,1068.77396990731,2.8929,0
GrKJLtn3VYv6ZrQV-hU69w,0,1992.68184027774,1.3143,0
Grhg-CEwDn5qBk4m-pKYaA,1,3318.10378472228,2.7912,9828
GruGgKqo15Jpl9n7IDwU5A,0,5188.03082175925,4.3654,174720
Gs7OlEnaaZBuTjdlp0juhA,0,263.267824074253,1.8,0
GsGcp23wAJGKF9vLbjI4jA,1,4683.77802083362,1.8276,2030
GuFibEPQvy8zjVzIl-3wfg,1,4186.05493055563,1.1905,504
GuVbqFRSseO3rKwbozttiQ,1,1090.62280092621,1.0,0
GukosmihoFUAu37uZhIJ2w,1,3109.35105324071,1.0833,0
GupWM1mEHLk6ls_9OUoS9w,1,2849.55457175896,3.8636,35200
Gva7nu6KtcV9pwdCtlcdrg,0,1262.40317129623,1.6471,0
GxLrMtmhGDOLuYo3D3uALg,1,2962.78226851858,1.125,96
GxZSyDO9Zay0DT0-65OZsQ,1,2552.50469907373,1.5098,3264
GxrGOHG5-fttvSvLmLQbMg,1,1244.29788194457,7.0976,0
GyGBeiqC5gslS1BDjTX15A,0,61.008831018582,2.3333,0
GyQdedY1UzySyo35VWmjDg,0,2074.88296296308,1.6053,3040
GyT4vBdZGCNFQpIBdi31eQ,0,314.992476851679,3.3333,0
Gycno5XnC6FyDVKB4yLzQA,0,3044.24009259278,1.35,0
GyglPdfJM89if_5XSBIN7Q,1,450.384675926063,4.1667,384
GzDU6dVNoowb6jmjbpqN_Q,0,1849.95965277776,1.5,5376
GzOptccX53p_4vDnIVU0OQ,0,550.810752314515,1.2,0
Gzkqj4aLaRSSqWEP4oWtXA,1,4227.14396990743,1.0455,264
GzlroXsuFyMDv8qS2VM3kw,1,1471.49195601884,1.7576,924
H09j7BhOUOzJcRZ7u4mJwg,0,342.86552083306,1.5,0
H0fdBRavnk9GifrfOqQNNg,0,2514.77418981446,4.8974,6240
H0qWFulEjpaqXGmQ-L6gYg,0,4055.52803240716,2.9231,16848
H1GH7r-GtO8DqvVV38zBqw,0,2805.87263888866,1.8148,1458
H1TOSeQyuK-edXGWIRgG5g,1,1521.98021990759,1.6552,0
H1yWdgVwSIWakCmClJLeWA,1,3661.95468749991,1.15,0
H2o7vtxgCXbgWaCHo9P1dg,1,2241.75370370364,1.125,0
H4YFi3JSp5DhLg5IdxaNGw,0,5539.87034722231,1.5195,6468
H4eGH9OVRjAeIPFyizqHVw,0,4375.92071759282,1.5102,0
H53_vmbw_LrmbR5gaF5dhw,0,3672.14905092586,1.6182,0
H63xAmWD0QWeWza8h7-tCQ,0,803.016215277836,1.0,0
H674IPLV1VTVQoytkzHShQ,1,3774.09179398138,1.175,800
H6MiG8Ydqo5eQvsa2R7uCA,1,4379.11414351827,1.4324,3996
H6OP6SNmgMGYKkQy9GezoQ,0,921.337951389141,1.1111,27
H6f6p0Uz9s-YnguKtyR7Jg,0,2118.10321759246,1.0,0
H775-UYXAOmCv5yTPD9BmQ,1,2364.35859953705,1.125,0
H7yPQeF0x8u1r8DPREBQmQ,0,1438.13468750007,3.25,1440
